cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
mcuixluu,44102e3e69e70ad2a73e753133283334ce1f8736,PMC,Vaccinia virus infection disrupts microtubule organization and centrosome function,10.1093/emboj/19.15.3932,PMC306617,10921875,green-oa,"We examined the role of the microtubule cytoskeleton during vaccinia virus infection. We found that newly assembled virus particles accumulate in the vicinity of the microtubule-organizing centre in a microtubule- and dynein–dynactin complex-dependent fashion. Microtubules are required for efficient intracellular mature virus (IMV) formation and are essential for intracellular enveloped virus (IEV) assembly. As infection proceeds, the microtubule cytoskeleton becomes dramatically reorganized in a fashion reminiscent of overexpression of microtubule-associated proteins (MAPs). Consistent with this, we report that the vaccinia proteins A10L and L4R have MAP-like properties and mediate direct binding of viral cores to microtubules in vitro. In addition, vaccinia infection also results in severe reduction of proteins at the centrosome and loss of centrosomal microtubule nucleation efficiency. This represents the first example of viral-induced disruption of centrosome function. Further studies with vaccinia will provide insights into the role of microtubules during viral pathogenesis and regulation of centrosome function.",2000-08-01,"Ploubidou, Aspasia; Moreau, Violaine; Ashman, Keith; Reckmann, Inge; González, Cayetano; Way, Michael",The EMBO Journal,,,,document_parses/pdf_json/44102e3e69e70ad2a73e753133283334ce1f8736.json,document_parses/pmc_json/PMC306617.xml.json,http://europepmc.org/articles/pmc306617?pdf=render,
6iu1dtyl,6e8517cb25ff228cb48da90a9c97d9c274dc8031,PMC,The site of origin of the 1918 influenza pandemic and its public health implications,10.1186/1479-5876-2-3,PMC340389,14733617,no-cc,,2004-01-20,"Barry, John M",J Transl Med,,,,document_parses/pdf_json/6e8517cb25ff228cb48da90a9c97d9c274dc8031.json,document_parses/pmc_json/PMC340389.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC340389/,
t35n7bk9,30a4842a2e257f725cc041e32fd682c495111a50,PMC,"Multi-faceted, multi-versatile microarray: simultaneous detection of many viruses and their expression profiles",10.1186/1742-4690-1-11,PMC420498,15169556,no-cc,"There are hundreds of viruses that infect different human organs and cause diseases. Some fatal emerging viral infections have become serious public health issues worldwide. Early diagnosis and subsequent treatment are therefore essential for fighting viral infections. Current diagnostic techniques frequently employ polymerase chain reaction (PCR)-based methods to quickly detect the pathogenic viruses and establish the etiology of the disease or illness. However, the fast PCR method suffers from many drawbacks such as a high false-positive rate and the ability to detect only one or a few gene targets at a time. Microarray technology solves the problems of the PCR limitations and can be effectively applied to all fields of molecular medicine. Recently, a report in Retrovirology described a multi-virus DNA array that contains more than 250 open reading frames from eight human viruses including human immunodeficiency virus type 1. This array can be used to detect multiple viral co-infections in cells and in vivo. Another benefit of this kind of multi-virus array is in studying promoter activity and viral gene expression and correlating such readouts with the progression of disease and reactivation of latent infections. Thus, the virus DNA-chip development reported in Retrovirology is an important advance in diagnostic application which could be a potent clinical tool for characterizing viral co-infections in AIDS as well as other patients.",2004-05-26,"Shieh, Biehuoy; Li, Ching",Retrovirology,,,,document_parses/pdf_json/30a4842a2e257f725cc041e32fd682c495111a50.json,document_parses/pmc_json/PMC420498.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC420498/,
eiqypt0m,6a8ac55ea2a1fbd99deb683e24dd986e55e707b3,PMC,Herpes simplex virus type 1 and normal protein permeability in the lungs of critically ill patients: a case for low pathogenicity?,10.1186/cc2850,PMC468896,15153242,no-cc,"INTRODUCTION: The pathogenicity of late respiratory infections with herpes simplex virus type 1 (HSV-1) in the critically ill is unclear. METHODS: In four critically ill patients with persistent pulmonary infiltrates of unknown origin and isolation of HSV-1 from tracheal aspirate or bronchoalveolar lavage fluid, at 7 (1–11) days after start of mechanical ventilatory support, a pulmonary leak index (PLI) for (67)Gallium ((67)Ga)-transferrin (upper limit of normal 14.1 × 10(-3)/min) was measured. RESULTS: The PLI ranged between 7.5 and 14.0 × 10(-3)/min in the study patients. Two patients received a course of acyclovir and all survived. CONCLUSIONS: The normal capillary permeability observed in the lungs argues against pathogenicity of HSV-1 in the critically ill, and favors that isolation of the virus reflects reactivation in the course of serious illness and immunodepresssion, rather than primary or superimposed infection in the lungs.",2004-03-31,"Verheij, Joanne; Groeneveld, AB Johan; Beishuizen, Albertus; Lingen, Arthur van; Simoons-Smit, Alberdina M; van Schijndel, Rob JM Strack",Crit Care,,,,document_parses/pdf_json/6a8ac55ea2a1fbd99deb683e24dd986e55e707b3.json,document_parses/pmc_json/PMC468896.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC468896/,
sgmk96vr,367af6bb9a8bbda02206506a819656bb6f14ce4c,PMC,Logistics of community smallpox control through contact tracing and ring vaccination: a stochastic network model,10.1186/1471-2458-4-34,PMC520756,15298713,cc-by,"BACKGROUND: Previous smallpox ring vaccination models based on contact tracing over a network suggest that ring vaccination would be effective, but have not explicitly included response logistics and limited numbers of vaccinators. METHODS: We developed a continuous-time stochastic simulation of smallpox transmission, including network structure, post-exposure vaccination, vaccination of contacts of contacts, limited response capacity, heterogeneity in symptoms and infectiousness, vaccination prior to the discontinuation of routine vaccination, more rapid diagnosis due to public awareness, surveillance of asymptomatic contacts, and isolation of cases. RESULTS: We found that even in cases of very rapidly spreading smallpox, ring vaccination (when coupled with surveillance) is sufficient in most cases to eliminate smallpox quickly, assuming that 95% of household contacts are traced, 80% of workplace or social contacts are traced, and no casual contacts are traced, and that in most cases the ability to trace 1–5 individuals per day per index case is sufficient. If smallpox is assumed to be transmitted very quickly to contacts, it may at times escape containment by ring vaccination, but could be controlled in these circumstances by mass vaccination. CONCLUSIONS: Small introductions of smallpox are likely to be easily contained by ring vaccination, provided contact tracing is feasible. Uncertainties in the nature of bioterrorist smallpox (infectiousness, vaccine efficacy) support continued planning for ring vaccination as well as mass vaccination. If initiated, ring vaccination should be conducted without delays in vaccination, should include contacts of contacts (whenever there is sufficient capacity) and should be accompanied by increased public awareness and surveillance.",2004-08-06,"Porco, Travis C; Holbrook, Karen A; Fernyak, Susan E; Portnoy, Diane L; Reiter, Randy; Aragón, Tomás J",BMC Public Health,,,,document_parses/pdf_json/367af6bb9a8bbda02206506a819656bb6f14ce4c.json,document_parses/pmc_json/PMC520756.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC520756/,
di0fcy0j,4df2c6eecb985fcb20da3c5ed46e3b910c7077ab,PMC,Protection of pulmonary epithelial cells from oxidative stress by hMYH adenine glycosylase,10.1186/1465-9921-5-16,PMC521691,15450125,cc-by,"BACKGROUND: Oxygen toxicity is a major cause of lung injury. The base excision repair pathway is one of the most important cellular protection mechanisms that responds to oxidative DNA damage. Lesion-specific DNA repair enzymes include hOgg1, hMYH, hNTH and hMTH. METHODS: The above lesion-specific DNA repair enzymes were expressed in human alveolar epithelial cells (A549) using the pSF91.1 retroviral vector. Cells were exposed to a 95% oxygen environment, ionizing radiation (IR), or H(2)O(2). Cell growth analysis was performed under non-toxic conditions. Western blot analysis was performed to verify over-expression and assess endogenous expression under toxic and non-toxic conditions. Statistical analysis was performed using the paired Student's t test with significance being accepted for p < 0.05. RESULTS: Cell killing assays demonstrated cells over-expressing hMYH had improved survival to both increased oxygen and IR. Cell growth analysis of A549 cells under non-toxic conditions revealed cells over-expressing hMYH also grow at a slower rate. Western blot analysis demonstrated over-expression of each individual gene and did not result in altered endogenous expression of the others. However, it was observed that O(2 )toxicity did lead to a reduced endogenous expression of hNTH in A549 cells. CONCLUSION: Increased expression of the DNA glycosylase repair enzyme hMYH in A549 cells exposed to O(2 )and IR leads to improvements in cell survival. DNA repair through the base excision repair pathway may provide an alternative way to offset the damaging effects of O(2 )and its metabolites.",2004-09-27,"Kremer, Ted M; Rinne, Mikael L; Xu, Yi; Chen, Xian Ming; Kelley, Mark R",Respir Res,,,,document_parses/pdf_json/4df2c6eecb985fcb20da3c5ed46e3b910c7077ab.json,document_parses/pmc_json/PMC521691.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC521691/,
4k8f7ou1,83b05e8afa6cbe7a68170ee155f7eca37c91d51f,PMC,Bioinformatic mapping of AlkB homology domains in viruses,10.1186/1471-2164-6-1,PMC544882,15627404,cc-by,"BACKGROUND: AlkB-like proteins are members of the 2-oxoglutarate- and Fe(II)-dependent oxygenase superfamily. In Escherichia coli the protein protects RNA and DNA against damage from methylating agents. 1-methyladenine and 3-methylcytosine are repaired by oxidative demethylation and direct reversal of the methylated base back to its unmethylated form. Genes for AlkB homologues are widespread in nature, and Eukaryotes often have several genes coding for AlkB-like proteins. Similar domains have also been observed in certain plant viruses. The function of the viral domain is unknown, but it has been suggested that it may be involved in protecting the virus against the post-transcriptional gene silencing (PTGS) system found in plants. We wanted to do a phylogenomic mapping of viral AlkB-like domains as a basis for analysing functional aspects of these domains, because this could have some relevance for understanding possible alternative roles of AlkB homologues e.g. in Eukaryotes. RESULTS: Profile-based searches of protein sequence libraries showed that AlkB-like domains are found in at least 22 different single-stranded RNA positive-strand plant viruses, but mainly in a subgroup of the Flexiviridae family. Sequence analysis indicated that the AlkB domains probably are functionally conserved, and that they most likely have been integrated relatively recently into several viral genomes at geographically distinct locations. This pattern seems to be more consistent with increased environmental pressure, e.g. from methylating pesticides, than with interaction with the PTGS system. CONCLUSIONS: The AlkB domain found in viral genomes is most likely a conventional DNA/RNA repair domain that protects the viral RNA genome against methylating compounds from the environment.",2005-01-03,"Bratlie, Marit S; Drabløs, Finn",BMC Genomics,,,,document_parses/pdf_json/83b05e8afa6cbe7a68170ee155f7eca37c91d51f.json,document_parses/pmc_json/PMC544882.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC544882/,
wnnsmx60,025339bfce1cb8efa81c5accdabefe04dcdac9d2,PMC,Managing emerging infectious diseases: Is a federal system an impediment to effective laws?,10.1186/1743-8462-1-7,PMC544965,15679928,cc-by,"In the 1980's and 1990's HIV/AIDS was the emerging infectious disease. In 2003–2004 we saw the emergence of SARS, Avian influenza and Anthrax in a man made form used for bioterrorism. Emergency powers legislation in Australia is a patchwork of Commonwealth quarantine laws and State and Territory based emergency powers in public health legislation. It is time for a review of such legislation and time for consideration of the efficacy of such legislation from a country wide perspective in an age when we have to consider the possibility of mass outbreaks of communicable diseases which ignore jurisdictional boundaries.",2004-11-19,"Howse, Genevieve",Aust New Zealand Health Policy,,,,document_parses/pdf_json/025339bfce1cb8efa81c5accdabefe04dcdac9d2.json,document_parses/pmc_json/PMC544965.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC544965/,
gdsfkw1b,8d7400a2b387820cd391d7df8194642e50402a0c,PMC,Protein secretion in Lactococcus lactis : an efficient way to increase the overall heterologous protein production,10.1186/1475-2859-4-2,PMC545053,15631634,cc-by,"Lactococcus lactis, the model lactic acid bacterium (LAB), is a food grade and well-characterized Gram positive bacterium. It is a good candidate for heterologous protein delivery in foodstuff or in the digestive tract. L. lactis can also be used as a protein producer in fermentor. Many heterologous proteins have already been produced in L. lactis but only few reports allow comparing production yields for a given protein either produced intracellularly or secreted in the medium. Here, we review several works evaluating the influence of the localization on the production yields of several heterologous proteins produced in L. lactis. The questions of size limits, conformation, and proteolysis are addressed and discussed with regard to protein yields. These data show that i) secretion is preferable to cytoplasmic production; ii) secretion enhancement (by signal peptide and propeptide optimization) results in increased production yield; iii) protein conformation rather than protein size can impair secretion and thus alter production yields; and iv) fusion of a stable protein can stabilize labile proteins. The role of intracellular proteolysis on heterologous cytoplasmic proteins and precursors is discussed. The new challenges now are the development of food grade systems and the identification and optimization of host factors affecting heterologous protein production not only in L. lactis, but also in other LAB species.",2005-01-04,"Le Loir, Yves; Azevedo, Vasco; Oliveira, Sergio C; Freitas, Daniela A; Miyoshi, Anderson; Bermúdez-Humarán, Luis G; Nouaille, Sébastien; Ribeiro, Luciana A; Leclercq, Sophie; Gabriel, Jane E; Guimaraes, Valeria D; Oliveira, Maricê N; Charlier, Cathy; Gautier, Michel; Langella, Philippe",Microb Cell Fact,,,,document_parses/pdf_json/8d7400a2b387820cd391d7df8194642e50402a0c.json,document_parses/pmc_json/PMC545053.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC545053/,
yba7mdtb,f1d1b9694aa43c837d9b758cb2d45d8a24d293e3,PMC,Detection and characterization of horizontal transfers in prokaryotes using genomic signature,10.1093/nar/gni004,PMC546175,15653627,no-cc,"Horizontal DNA transfer is an important factor of evolution and participates in biological diversity. Unfortunately, the location and length of horizontal transfers (HTs) are known for very few species. The usage of short oligonucleotides in a sequence (the so-called genomic signature) has been shown to be species-specific even in DNA fragments as short as 1 kb. The genomic signature is therefore proposed as a tool to detect HTs. Since DNA transfers originate from species with a signature different from those of the recipient species, the analysis of local variations of signature along recipient genome may allow for detecting exogenous DNA. The strategy consists in (i) scanning the genome with a sliding window, and calculating the corresponding local signature (ii) evaluating its deviation from the signature of the whole genome and (iii) looking for similar signatures in a database of genomic signatures. A total of 22 prokaryote genomes are analyzed in this way. It has been observed that atypical regions make up ∼6% of each genome on the average. Most of the claimed HTs as well as new ones are detected. The origin of putative DNA transfers is looked for among ∼12 000 species. Donor species are proposed and sometimes strongly suggested, considering similarity of signatures. Among the species studied, Bacillus subtilis, Haemophilus Influenzae and Escherichia coli are investigated by many authors and give the opportunity to perform a thorough comparison of most of the bioinformatics methods used to detect HTs.",2005-01-13,"Dufraigne, Christine; Fertil, Bernard; Lespinats, Sylvain; Giron, Alain; Deschavanne, Patrick",Nucleic Acids Res,,,,document_parses/pdf_json/f1d1b9694aa43c837d9b758cb2d45d8a24d293e3.json,document_parses/pmc_json/PMC546175.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC546175/,
bbvxu8op,867e1b0f6ca8757f2a32a625d99b23888ab40d49,PMC,"Comparisons of substitution, insertion and deletion probes for resequencing and mutational analysis using oligonucleotide microarrays",10.1093/nar/gni034,PMC549431,15722479,no-cc,"Although oligonucleotide probes complementary to single nucleotide substitutions are commonly used in microarray-based screens for genetic variation, little is known about the hybridization properties of probes complementary to small insertions and deletions. It is necessary to define the hybridization properties of these latter probes in order to improve the specificity and sensitivity of oligonucleotide microarray-based mutational analysis of disease-related genes. Here, we compare and contrast the hybridization properties of oligonucleotide microarrays consisting of 25mer probes complementary to all possible single nucleotide substitutions and insertions, and one and two base deletions in the 9168 bp coding region of the ATM (ataxia telangiectasia mutated) gene. Over 68 different dye-labeled single-stranded nucleic acid targets representing all ATM coding exons were applied to these microarrays. We assess hybridization specificity by comparing the relative hybridization signals from probes perfectly matched to ATM sequences to those containing mismatches. Probes complementary to two base substitutions displayed the highest average specificity followed by those complementary to single base substitutions, single base deletions and single base insertions. In all the cases, hybridization specificity was strongly influenced by sequence context and possible intra- and intermolecular probe and/or target structure. Furthermore, single nucleotide substitution probes displayed the most consistent hybridization specificity data followed by single base deletions, two base deletions and single nucleotide insertions. Overall, these studies provide valuable empirical data that can be used to more accurately model the hybridization properties of insertion and deletion probes and improve the design and interpretation of oligonucleotide microarray-based resequencing and mutational analysis.",2005-02-18,"Karaman, Mazen W.; Groshen, Susan; Lee, Chi-Chiang; Pike, Brian L.; Hacia, Joseph G.",Nucleic Acids Res,,,,document_parses/pdf_json/867e1b0f6ca8757f2a32a625d99b23888ab40d49.json,document_parses/pmc_json/PMC549431.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC549431/,
e62cfqt7,b022e6ee1e7b9a0a822b1255c2fa12f81ddc52fd,PMC,A Gene Encoding Sialic-Acid-Specific 9-O-Acetylesterase Found in Human Adult Testis,10.1155/s1110724304307084,PMC551583,15292578,no-cc,"Using differential display RT-PCR, we identified a gene of 2750 bp from human adult testis, named H-Lse, which encoded a putative protein of 523 amino acids and molecular weight of 58 kd with structural characteristics similar to that of mouse lysosome sialic-acid-specific 9-O-acetylesterase. Northern blot analysis showed a widespread distribution of H-Lse in various human tissues with high expression in the testis, prostate, and colon. In situ hybridization results showed that while H-Lse was not detected in embryonic testis, positive signals were found in spermatocytes but not spermatogonia in adult testis of human. The subcellular localization of H-Lse was visualized by green fluorescent protein (GFP) fused to the amino terminus of H-Lse, showing compartmentalization of H-Lse in large dense-core vesicles, presumably lysosomes, in the cytoplasm. The developmentally regulated and spermatogenic stage-specific expression of H-Lse suggests its possible involvement in the development of the testis and/or differentiation of germ cells.",2004-07-29,"Zhu, Hu; Chang Chan, Hsiao; Zhou, Zuoming; Li, Jianming; Zhu, Hui; Yin, Lanlan; Xu, Ming; Cheng, Lijun; Sha, Jiahao",J Biomed Biotechnol,,,,document_parses/pdf_json/b022e6ee1e7b9a0a822b1255c2fa12f81ddc52fd.json,document_parses/pmc_json/PMC551583.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC551583/,
4cvy9u28,f1bbb1b2e330c440acd6ff3d8a0f0d2e5adedd70,PMC,The role of mast cells in the pathogenesis of pain in chronic pancreatitis,10.1186/1471-230x-5-8,PMC554992,15745445,cc-by,BACKGROUND: The biological basis of pain in chronic pancreatitis is poorly understood. Mast cells have been implicated in the pathogenesis of pain in other conditions. We hypothesized that mast cells play a role in the pain of chronic pancreatitis. We examined the association of pain with mast cells in autopsy specimens of patients with painful chronic pancreatitis. We explored our hypothesis further using an experimental model of trinitrobenzene sulfonic acid (TNBS) -induced chronic pancreatitis in both wild type (WT) and mast cell deficient mice (MCDM). METHODS: Archival tissues with histological diagnoses of chronic pancreatitis were identified and clinical records reviewed for presence or absence of reported pain in humans. Mast cells were counted. The presence of pain was assessed using von Frey Filaments (VFF) to measure abdominal withdrawal responses in both WT and MCDM mice with and without chronic pancreatitis. RESULTS: Humans with painful chronic pancreatitis demonstrated a 3.5-fold increase in pancreatic mast cells as compared with those with painless chronic pancreatitis. WT mice with chronic pancreatitis were significantly more sensitive as assessed by VFF pain testing of the abdomen when compared with MCDM. CONCLUSION: Humans with painful chronic pancreatitis have an increased number of pancreatic mast cells as compared with those with painless chronic pancreatitis. MCDM are less sensitive to mechanical stimulation of the abdomen after induction of chronic pancreatitis as compared with WT. Mast cells may play an important role in the pathogenesis of pain in chronic pancreatitis.,2005-03-03,"Hoogerwerf, Willemijntje A; Gondesen, Kelly; Xiao, Shu-Yuan; Winston, John H; Willis, William D; Pasricha, Pankaj J",BMC Gastroenterol,,,,document_parses/pdf_json/f1bbb1b2e330c440acd6ff3d8a0f0d2e5adedd70.json,document_parses/pmc_json/PMC554992.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC554992/,
zowp10ts,03203ab50eb64271a9e825f94a1b1a6c46ea14b3,PMC,Recombination Every Day: Abundant Recombination in a Virus during a Single Multi-Cellular Host Infection,10.1371/journal.pbio.0030089,PMC1054884,15737066,cc-by,"Viral recombination can dramatically impact evolution and epidemiology. In viruses, the recombination rate depends on the frequency of genetic exchange between different viral genomes within an infected host cell and on the frequency at which such co-infections occur. While the recombination rate has been recently evaluated in experimentally co-infected cell cultures for several viruses, direct quantification at the most biologically significant level, that of a host infection, is still lacking. This study fills this gap using the cauliflower mosaic virus as a model. We distributed four neutral markers along the viral genome, and co-inoculated host plants with marker-containing and wild-type viruses. The frequency of recombinant genomes was evaluated 21 d post-inoculation. On average, over 50% of viral genomes recovered after a single host infection were recombinants, clearly indicating that recombination is very frequent in this virus. Estimates of the recombination rate show that all regions of the genome are equally affected by this process. Assuming that ten viral replication cycles occurred during our experiment—based on data on the timing of coat protein detection—the per base and replication cycle recombination rate was on the order of 2 × 10(−5) to 4 × 10(−5). This first determination of a virus recombination rate during a single multi-cellular host infection indicates that recombination is very frequent in the everyday life of this virus.",2005-03-01,"Froissart, Remy; Roze, Denis; Uzest, Marilyne; Galibert, Lionel; Blanc, Stephane; Michalakis, Yannis",PLoS Biol,,,,document_parses/pdf_json/03203ab50eb64271a9e825f94a1b1a6c46ea14b3.json,document_parses/pmc_json/PMC1054884.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1054884/,
5dk231qs,a77badb297bf4927419481e660ea8f1806ed91b1,PMC,Torsional restraint: a new twist on frameshifting pseudoknots,10.1093/nar/gki329,PMC1072802,15800212,no-cc,"mRNA pseudoknots have a stimulatory function in programmed −1 ribosomal frameshifting (−1 PRF). Though we previously presented a model for how mRNA pseudoknots might activate the mechanism for −1 PRF, it did not address the question of the role that they may play in positioning the mRNA relative to the ribosome in this process [E. P. Plant, K. L. M. Jacobs, J. W. Harger, A. Meskauskas, J. L. Jacobs, J. L. Baxter, A. N. Petrov and J. D. Dinman (2003) RNA, 9, 168–174]. A separate ‘torsional restraint’ model suggests that mRNA pseudoknots act to increase the fraction of ribosomes directed to pause with the upstream heptameric slippery site positioned at the ribosome's A- and P-decoding sites [J. D. Dinman (1995) Yeast, 11, 1115–1127]. Here, experiments using a series of ‘pseudo-pseudoknots’ having different degrees of rotational freedom were used to test this model. The results of this study support the mechanistic hypothesis that −1 ribosomal frameshifting is enhanced by torsional resistance of the mRNA pseudoknot.",2005-03-30,"Plant, Ewan P.; Dinman, Jonathan D.",Nucleic Acids Res,,,,document_parses/pdf_json/a77badb297bf4927419481e660ea8f1806ed91b1.json,document_parses/pmc_json/PMC1072802.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1072802/,
snqdma0s,93c6eef32a1a511ee989a259eab0e12174dc6859,PMC,Correcting errors in synthetic DNA through consensus shuffling,10.1093/nar/gni053,PMC1072806,15800206,no-cc,"Although efficient methods exist to assemble synthetic oligonucleotides into genes and genomes, these suffer from the presence of 1–3 random errors/kb of DNA. Here, we introduce a new method termed consensus shuffling and demonstrate its use to significantly reduce random errors in synthetic DNA. In this method, errors are revealed as mismatches by re-hybridization of the population. The DNA is fragmented, and mismatched fragments are removed upon binding to an immobilized mismatch binding protein (MutS). PCR assembly of the remaining fragments yields a new population of full-length sequences enriched for the consensus sequence of the input population. We show that two iterations of consensus shuffling improved a population of synthetic green fluorescent protein (GFPuv) clones from ∼60 to >90% fluorescent, and decreased errors 3.5- to 4.3-fold to final values of ∼1 error per 3500 bp. In addition, two iterations of consensus shuffling corrected a population of GFPuv clones where all members were non-functional, to a population where 82% of clones were fluorescent. Consensus shuffling should facilitate the rapid and accurate synthesis of long DNA sequences.",2005-03-30,"Binkowski, Brock F.; Richmond, Kathryn E.; Kaysen, James; Sussman, Michael R.; Belshaw, Peter J.",Nucleic Acids Res,,,,document_parses/pdf_json/93c6eef32a1a511ee989a259eab0e12174dc6859.json,document_parses/pmc_json/PMC1072806.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1072806/,
1pq6dkl5,184aded923f0ac3cbdbcf74d2a5b42cda0f414c2,PMC,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,10.1093/nar/gni054,PMC1072807,15800207,no-cc,"While it is universally accepted that intact RNA constitutes the best representation of the steady-state of transcription, there is no gold standard to define RNA quality prior to gene expression analysis. In this report, we evaluated the reliability of conventional methods for RNA quality assessment including UV spectroscopy and 28S:18S area ratios, and demonstrated their inconsistency. We then used two new freely available classifiers, the Degradometer and RIN systems, to produce user-independent RNA quality metrics, based on analysis of microcapillary electrophoresis traces. Both provided highly informative and valuable data and the results were found highly correlated, while the RIN system gave more reliable data. The relevance of the RNA quality metrics for assessment of gene expression differences was tested by Q-PCR, revealing a significant decline of the relative expression of genes in RNA samples of disparate quality, while samples of similar, even poor integrity were found highly comparable. We discuss the consequences of these observations to minimize artifactual detection of false positive and negative differential expression due to RNA integrity differences, and propose a scheme for the development of a standard operational procedure, with optional registration of RNA integrity metrics in public repositories of gene expression data.",2005-03-30,"Imbeaud, Sandrine; Graudens, Esther; Boulanger, Virginie; Barlet, Xavier; Zaborski, Patrick; Eveno, Eric; Mueller, Odilo; Schroeder, Andreas; Auffray, Charles",Nucleic Acids Res,,,,document_parses/pdf_json/184aded923f0ac3cbdbcf74d2a5b42cda0f414c2.json,document_parses/pmc_json/PMC1072807.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1072807/,
754nln40,40e41f0c52b39669dee24e37875d7a9fabc38636,PMC,Factors affecting translation at the programmed −1 ribosomal frameshifting site of Cocksfoot mottle virus RNA in vivo,10.1093/nar/gki521,PMC1083427,15843686,no-cc,"The ratio between proteins P27 and replicase of Cocksfoot mottle virus (CfMV) is regulated via a −1 programmed ribosomal frameshift (−1 PRF). A minimal frameshift signal with a slippery U UUA AAC heptamer and a downstream stem–loop structure was inserted into a dual reporter vector and directed −1 PRF with an efficiency of 14.4 ± 1.9% in yeast and 2.4 ± 0.7% in bacteria. P27-encoding CfMV sequence flanking the minimal frameshift signal caused ∼2-fold increase in the −1 PRF efficiencies both in yeast and in bacteria. In addition to the expected fusion proteins, termination products ending putatively at the frameshift site were found in yeast cells. We propose that the amount of premature translation termination from control mRNAs played a role in determining the calculated −1PRF efficiency. Co-expression of CfMV P27 with the dual reporter vector containing the minimal frameshift signal reduced the production of the downstream reporter, whereas replicase co-expression had no pronounced effect. This finding allows us to propose that CfMV protein P27 may influence translation at the frameshift site but the mechanism needs to be elucidated.",2005-04-20,"Mäkeläinen, Katri; Mäkinen, Kristiina",Nucleic Acids Res,,,,document_parses/pdf_json/40e41f0c52b39669dee24e37875d7a9fabc38636.json,document_parses/pmc_json/PMC1083427.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1083427/,
p34ezktf,d77233dd9085c9c76787c84ee9a1e249424b283a,PMC,Australian public health policy in 2003 – 2004,10.1186/1743-8462-2-7,PMC1087471,15811192,cc-by,"In Australia, compared with other developed countries the many and varied programs which comprise public health have continued to be funded poorly and unsystematically, particularly given the amount of publicly voiced political support. In 2003, the major public health policy developments in communicable disease control were in the fields of SARS, and vaccine funding, whilst the TGA was focused on the Pan Pharmaceutical crisis. Programs directed to health maintenance and healthy ageing were approved. The tertiary education sector was involved in the development of programs for training the public health workforce and new professional qualifications and competencies. The Abelson Report received support from overseas experts, providing a potential platform for calls to improve national funding for future Australian preventive programs; however, inconsistencies continued across all jurisdictions in their approaches to tackling national health priorities. Despite 2004 being an election year, public health policy was not visible, with the bulk of the public health funding available in the 2004/05 federal budget allocated to managing such emerging risks as avian flu. We conclude by suggesting several implications for the future.",2005-04-06,"Lin, Vivian; Robinson, Priscilla",Aust New Zealand Health Policy,,,,document_parses/pdf_json/d77233dd9085c9c76787c84ee9a1e249424b283a.json,document_parses/pmc_json/PMC1087471.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1087471/,
l3z27806,7d624acf891472c3452b1deb89e0dc44a40d0c94,PMC,GIDEON: a comprehensive Web-based resource for geographic medicine,10.1186/1476-072x-4-10,PMC1090610,15847698,cc-by,"GIDEON (Global Infectious Diseases and Epidemiology Network) is a web-based computer program designed for decision support and informatics in the field of Geographic Medicine. The first of four interactive modules generates a ranked differential diagnosis based on patient signs, symptoms, exposure history and country of disease acquisition. Additional options include syndromic disease surveillance capability and simulation of bioterrorism scenarios. The second module accesses detailed and current information regarding the status of 338 individual diseases in each of 220 countries. Over 50,000 disease images, maps and user-designed graphs may be downloaded for use in teaching and preparation of written materials. The third module is a comprehensive source on the use of 328 anti-infective drugs and vaccines, including a listing of over 9,500 international trade names. The fourth module can be used to characterize or identify any bacterium or yeast, based on laboratory phenotype. GIDEON is an up-to-date and comprehensive resource for Geographic Medicine.",2005-04-22,"Berger, Stephen A",Int J Health Geogr,,,,document_parses/pdf_json/7d624acf891472c3452b1deb89e0dc44a40d0c94.json,document_parses/pmc_json/PMC1090610.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1090610/,
